item,skill_tokusyukouka,hosei_per,hosei_value,kougekizi_no_kakuritu_hosei,hanekaesu_kakuritu_hosei,tern_kaisizi_sentou_syuuryouzi,condition,genkaitoppa,rensei
"鎧の魔槍","物質系へのダメージ",5,,,,,,,
"鎧の魔槍","ドラゴン系へのダメージ",5,,,,,,,
"鎧の魔槍","攻撃力",,12,,,,,,
"鎧の魔槍","光の闘気",,,,,,,,
"まじんのかなづち","攻撃力",,5,,,,"【ゴドハン】",,
"まじんのかなづち","たいぼく斬",,,,,,,,
"まじんのかなづち","オノまつり",,,,,,,,
"まじんのかなづち","活震撃",,,,,,,,
"まじんのかなづち","魔神の炎槌",,,,,,,,
"まじんのかなづち","会心率",5,,,,,,,
"まじんのかなづち","悪魔系へのダメージ",5,,,,,,,
"まじんのかなづち","守備力",,12,,,,"【得】",,
"まじんのかなづち","禁忌の秘法",,,,,,,,
"クリフトのやり","スカラ",,,,,,,,
"クリフトのやり","キアリー",,,,,,,,
"クリフトのやり","さみだれ突き",,,,,,,,
"クリフトのやり","狼牙火炎突き",,,,,,,,
"クリフトのやり","ドラゴン系へのダメージ",3,,,,,,,
"クリフトのやり","さいだいMP",,10,,,,"【得】",,
"クリフトのやり","すばやさ",,10,,,,,,
"クリフトの聖杖","さいだいHP",,10,,,,"【大神官】",,
"クリフトの聖杖","ザメハ",,,,,,,,
"クリフトの聖杖","ザオラル",,,,,,,,
"クリフトの聖杖","リザオラル",,,,,,,,
"クリフトの聖杖","浄化の光",,,,,,,,
"クリフトの聖杖","天への大祈祷",,,,,,,,
"クリフトの聖杖","戦闘終了時にMPを回復する",,,,,10,,,
"クリフトの聖杖","さいだいMP",,12,,,,"【得】",,
"クリフトの聖杖","かいふく魔力",,12,,,,"【得】",,
"クリフトの聖杖","大神官の守護",,,,,,,,
"じごくの魔鏡","さいだいMP",,5,,,,"【大魔道士】",,
"じごくの魔鏡","ギラ属性じゅもんダメージ",10,,,,,,,
"じごくの魔鏡","ベギラマ",,,,,,,,
"じごくの魔鏡","ディバインスペル",,,,,,,,
"じごくの魔鏡","断罪のいかずち",,,,,,,,
"じごくの魔鏡","ギラグレイド",,,,,,,,
"じごくの魔鏡","物質系へのダメージ",5,,,,,,,
"じごくの魔鏡","ゾンビ系へのダメージ",5,,,,,,,
"じごくの魔鏡","さいだいMP",,12,,,,"【得】",,
"じごくの魔鏡","戦闘終了時にMPを回復する",,,,,10,,,
"じごくの魔鏡","追撃ギガデイン",,,,,,,,
"武神の剛拳","攻撃力",,5,,,,"【ゴドハン】",,
"武神の剛拳","会心率",2,,,,,,,
"武神の剛拳","せいけんづき",,,,,,,,
"武神の剛拳","まわしげり",,,,,,,,
"武神の剛拳","剛の呼吸",,,,,,,,
"武神の剛拳","轟瞬撃",,,,,,,,
"武神の剛拳","ゴッドばくれつけん",,,,,,,,
"武神の剛拳","物質系へのダメージ",5,,,,,,,
"武神の剛拳","悪魔系へのダメージ",5,,,,,,,
"武神の剛拳","攻撃力",,12,,,,"【得】",,
"武神の剛拳","心眼",,,,,,,,
"金のスライムハンマー","かぶとわり",,,,,,,,
"金のスライムハンマー","やいばくだき",,,,,,,,
"金のスライムハンマー","まじん斬り改",,,,,,,,
"金のスライムハンマー","金のスライムシャワー",,,,,,,,
"金のスライムハンマー","鳥系へのダメージ",3,,,,,,,
"金のスライムハンマー","さいだいHP",,10,,,,"【得】",,
"金のスライムハンマー","守備力",,4,,,,,,
"メタルキングの剣","攻撃力",,5,,,,"【バトマス】",,
"メタルキングの剣","さいだいMP",,5,,,,"【魔法戦士】",,
"メタルキングの剣","いなずま斬り",,,,,,,,
"メタルキングの剣","いなずま回転斬り",,,,,,,,
"メタルキングの剣","会心必中のかまえ",,,,,,,,
"メタルキングの剣","王の一閃・光爆",,,,,,,,
"メタルキングの剣","王の一閃・轟雷",,,,,,,,
"メタルキングの剣","鳥系へのダメージ",5,,,,,,,
"メタルキングの剣","物質系へのダメージ",5,,,,,,,
"メタルキングの剣","会心率",2,,,,,,,
"メタルキングの剣","攻撃力",,12,,,,"【得】",,
"メタルキングの剣","キングタイム",,,,,,,,
"金のラダトームのつるぎ","いなずま斬り",,,,,,,,
"金のラダトームのつるぎ","ぶんまわし",,,,,,,,
"金のラダトームのつるぎ","はやぶさ斬り",,,,,,,,
"金のラダトームのつるぎ","りゅうおうへのダメージ",5,,,,,,,
"金のラダトームのつるぎ","デイン属性斬撃・体技ダメージ",2,,,,,,,
"金のラダトームのつるぎ","攻撃時確率で混乱を与える",,,2,,,,,
"金のラダトームのつるぎ","攻撃力",,5,,,,,,
"光創神のつえ","守備力",,5,,,,"【賢者】",,
"光創神のつえ","バギ属性じゅもんダメージ",10,,,,,,,
"光創神のつえ","シャナク",,,,,,,,
"光創神のつえ","チカラを託す",,,,,,,,
"光創神のつえ","女神の閃光",,,,,,,,
"光創神のつえ","ゴッドアロー",,,,,,,,
"光創神のつえ","????系へのダメージ",5,,,,,,,
"光創神のつえ","悪魔系へのダメージ",5,,,,,,,
"光創神のつえ","さいだいMP",,12,,,,"【得】",,
"光創神のつえ","こうげき魔力",,12,,,,"【得】",,
"光創神のつえ","光の加護",,,,,,,,
"冥王の大鎌","攻撃力",,5,,,,"【海賊】",,
"冥王の大鎌","守備力",,5,,,,"【パラディン】",,
"冥王の大鎌","やいばくだき",,,,,,,,
"冥王の大鎌","ブレードガード",,,,,,,,
"冥王の大鎌","魔瘴斬",,,,,,,,
"冥王の大鎌","月下冥葬",,,,,,,,
"冥王の大鎌","悪魔系へのダメージ",5,,,,,,,
"冥王の大鎌","怪人系へのダメージ",5,,,,,,,
"冥王の大鎌","攻撃力",,12,,,,"【得】",,
"冥王の大鎌","冥府の護り",,,,,,,,
"グランゼドーラの剣","攻撃力",,5,,,,"【バトマス】",,
"グランゼドーラの剣","守備力",,5,,,,"【パラディン】",,
"グランゼドーラの剣","かえん斬り",,,,,,,,
"グランゼドーラの剣","ライデイン",,,,,,,,
"グランゼドーラの剣","雷刃",,,,,,,,
"グランゼドーラの剣","覚醒の炎",,,,,,,,
"グランゼドーラの剣","ドラゴン系へのダメージ",5,,,,,,,
"グランゼドーラの剣","けもの系へのダメージ",5,,,,,,,
"グランゼドーラの剣","攻撃力",,12,,,,"【得】",,
"グランゼドーラの剣","勇者姫の心",,,,,,,,
"さとりのしょ","こうげき魔力",,5,,,,"【賢者】",,
"さとりのしょ","キアラル",,,,,,,,
"さとりのしょ","ザメハ",,,,,,,,
"さとりのしょ","魔防のいやし",,,,,,#VALUE!,,
"さとりのしょ","深智の魔力弾",,,,,,,,
"さとりのしょ","さとりのひかり",,,,,,,,
"さとりのしょ","封印耐性",10,,,,,,,
"さとりのしょ","眠り耐性",5,,,,,,,
"さとりのしょ","かいふく魔力",,12,,,,"【得】",,
"さとりのしょ","いきなりマホカンタ",,,,,,,,
"神鳥の杖","杖の通常攻撃時MP回復効果",20,,,,,,,
"神鳥の杖","メラ属性じゅもんダメージ",10,,,,,,,
"神鳥の杖","マヒャド",,,,,,,,
"神鳥の杖","ぱふぱふ",,,,,,,,
"神鳥の杖","マダンテ",,,,,,,,
"神鳥の杖","七賢者の浄炎",,,,,,,,
"神鳥の杖","悪魔系へのダメージ",5,,,,,,,
"神鳥の杖","けもの系へのダメージ",5,,,,,,,
"神鳥の杖","さいだいMP",,12,,,,"【得】",,
"神鳥の杖","こうげき魔力",,12,,,,"【得】",,
"神鳥の杖","七賢者の意志",,,,,,,,
"ふしぎなタンバリン","かいふく魔力",,5,,,,"【スパスタ】",,
"ふしぎなタンバリン","すばやさ",,10,,,,"【レンジャ】",,
"ふしぎなタンバリン","ムーンサルト",,,,,,,,
"ふしぎなタンバリン","シャドーステップ",,,,,,,,
"ふしぎなタンバリン","まもりのリズム",,,,,,,,
"ふしぎなタンバリン","ふしぎなタンバリン",,,,,,,,
"ふしぎなタンバリン","シャイニングボウ",,,,,,,,
"ふしぎなタンバリン","鳥系へのダメージ",5,,,,,,,
"ふしぎなタンバリン","エレメント系へのダメージ",5,,,,,,,
"ふしぎなタンバリン","さいだいMP",,12,,,,"【得】",,
"ふしぎなタンバリン","攻撃力",,12,,,,"【得】",,
"ふしぎなタンバリン","聖堂騎士の決意",,,,,,,,
"竜神王のつるぎ","攻撃力",,5,,,,"【バトマス】",,
"竜神王のつるぎ","いなずま斬り",,,,,,,,
"竜神王のつるぎ","ドラゴン斬り",,,,,,,,
"竜神王のつるぎ","竜神王のチカラ",,,,,,,,
"竜神王のつるぎ","閃熱なぎはらい",,,,,,,,
"竜神王のつるぎ","ドラゴンソウル",,,,,,,,
"竜神王のつるぎ","ゾンビ系へのダメージ",5,,,,,,,
"竜神王のつるぎ","けもの系へのダメージ",5,,,,,,,
"竜神王のつるぎ","攻撃力",,12,,,,"【得】",,
"竜神王のつるぎ","竜神王の覇気",,,,,,,,
"闇の覇者の魔杖","さいだいMP",,5,,,,"【賢者】",,
"闇の覇者の魔杖","ドルマ属性じゅもんダメージ",10,,,,,,,
"闇の覇者の魔杖","ベギラマ",,,,,,,,
"闇の覇者の魔杖","マホトーン",,,,,,,,
"闇の覇者の魔杖","黒の魔砲",,,,,,,,
"闇の覇者の魔杖","ドルマドン",,,,,,,,
"闇の覇者の魔杖","ゾンビ系へのダメージ",5,,,,,,,
"闇の覇者の魔杖","ドラゴン系へのダメージ",5,,,,,,,
"闇の覇者の魔杖","さいだいMP",,12,,,,"【得】",,
"闇の覇者の魔杖","こうげき魔力",,12,,,,"【得】",,
"闇の覇者の魔杖","闇の覇王の権能",,,,,,,,
"ひかりのつえ","さいだいMP",,5,,,,"【賢者】",,
"ひかりのつえ","こうげき魔力",,5,,,,,,
"ひかりのつえ","マヌーハ",,,,,,,,
"ひかりのつえ","ベギラゴン改",,,,,,,,
"ひかりのつえ","せいなるいかずち",,,,,,,,
"ひかりのつえ","エレメント系へのダメージ",5,,,,,,,
"ひかりのつえ","怪人系へのダメージ",5,,,,,,,
"ひかりのつえ","さいだいMP",,12,,,,"【得】",,
"ひかりのつえ","こうげき魔力",,12,,,,"【得】",,
"ライトニングダガー","こうげき魔力",,5,,,,"【魔法戦士】",,
"ライトニングダガー","ラリホー",,,,,,,,
"ライトニングダガー","まわしげり",,,,,,,,
"ライトニングダガー","マヌーサ",,,,,,,,
"ライトニングダガー","スピニングブラスト",,,,,,,,
"ライトニングダガー","プラズマストライク",,,,,,,,
"ライトニングダガー","マシン系へのダメージ",5,,,,,,,
"ライトニングダガー","植物系へのダメージ",5,,,,,,,
"ライトニングダガー","こうげき魔力",,6,,,,"【得】",,
"ライトニングダガー","攻撃力",,12,,,,"【得】",,
"ルビスのやり","攻撃力",,5,,,,"【バトマス】",,
"ルビスのやり","さいだいHP",,10,,,,"【海賊】",,
"ルビスのやり","守備力",,10,,,,"【パラディン】",,
"ルビスのやり","あしばらい",,,,,,,,
"ルビスのやり","しんくうげり",,,,,,,,
"ルビスのやり","メタル閃光はやぶさ突き",,,,,,,,
"ルビスのやり","地裂の刻印",,,,,,,,
"ルビスのやり","水系へのダメージ",5,,,,,,,
"ルビスのやり","悪魔系へのダメージ",5,,,,,,,
"ルビスのやり","攻撃力",,12,,,,"【得】",,
"ルビスのやり","ルビスの威光",,,,,,,,
"ミリオンダガー","会心率",2,,,,,,,
"ミリオンダガー","ヴァイパーファング",,,,,,,,
"ミリオンダガー","まわしげり",,,,,,,,
"ミリオンダガー","カオスエッジ",,,,,,,,
"ミリオンダガー","トライピアッサー",,,,,,,,
"ミリオンダガー","インフィニティエッジ",,,,,,,,
"ミリオンダガー","ゾンビ系へのダメージ",5,,,,,,,
"ミリオンダガー","鳥系へのダメージ",5,,,,,,,
"ミリオンダガー","攻撃力",,12,,,,"【得】",,
"ミリオンダガー","幸運の兆し",,,,,,,,
"ドラゴンキラー","攻撃力",,5,,,,"【バトマス】",,
"ドラゴンキラー","まわしげり",,,,,,,,
"ドラゴンキラー","ドラゴンネイル",,,,,,,,
"ドラゴンキラー","滅竜のかまえ",,,,,,,,
"ドラゴンキラー","バーニングファング",,,,,,,,
"ドラゴンキラー","邪竜氷葬撃",,,,,,,,
"ドラゴンキラー","ドラゴン系へのダメージ",5,,,,,,,
"ドラゴンキラー","ドラゴン系へのダメージ",5,,,,,,,
"ドラゴンキラー","攻撃力",,12,,,,"【得】",,
"ドラゴンキラー","逆鱗",,,,,,,,
"三色団子ステッキ","なし",,,,,,,,
"百獣の暗黒鞭","きようさ",,5,,,,"【まもマス】",,
"百獣の暗黒鞭","すばやさ",,5,,,,"【レンジャ】",,
"百獣の暗黒鞭","スパークショット",,,,,,,,
"百獣の暗黒鞭","双竜打ち",,,,,,,,
"百獣の暗黒鞭","メタル切り裂き打ち",,,,,,,,
"百獣の暗黒鞭","ダークネスフレア",,,,,,,,
"百獣の暗黒鞭","悪魔系へのダメージ",5,,,,,,,
"百獣の暗黒鞭","鳥系へのダメージ",5,,,,,,,
"百獣の暗黒鞭","攻撃力",,12,,,,"【得】",,
"百獣の暗黒鞭","戦闘終了時にMPを回復する",,,,,6,"【まもマス】",,
"百獣の暗黒鞭","ビーストソウル",,,,,,,,
"くさなぎのけん","攻撃力",,5,,,,"【バトマス】",,
"くさなぎのけん","ドラゴン斬り",,,,,,,,
"くさなぎのけん","ブレードガード",,,,,,,,
"くさなぎのけん","剣気活性",,,,,,,,
"くさなぎのけん","地を疾る蒼光",,,,,,,,
"くさなぎのけん","天岩招来",,,,,,,,
"くさなぎのけん","ドラゴン系へのダメージ",5,,,,,,,
"くさなぎのけん","守備減成功率",10,,,,,,,
"くさなぎのけん","攻撃力",,12,,,,"【得】",,
"くさなぎのけん","神器の天恵",,,,,,,,
"封竜の神楽鈴","さいだいHP",,10,,,,"【スパスタ】",,
"封竜の神楽鈴","バーハ",,,,,,,,
"封竜の神楽鈴","ホイミ",,,,,,,,
"封竜の神楽鈴","おはらい",,,,,,,,
"封竜の神楽鈴","封息のまじない",,,,,,,,
"封竜の神楽鈴","花舞いの神楽",,,,,,,,
"封竜の神楽鈴","戦闘終了時にMPを回復する",,,,,10,,,
"封竜の神楽鈴","さいだいMP",,12,,,,"【得】",,
"封竜の神楽鈴","かいふく魔力",,12,,,,"【得】",,
"封竜の神楽鈴","いきなりバーハ",,,,,,,,
"守護神の戦笛","攻撃力",,5,,,,"【バトマス】",,
"守護神の戦笛","攻撃力",,5,,,,"【海賊】",,
"守護神の戦笛","たいぼく斬",,,,,,,,
"守護神の戦笛","まわしげり",,,,,,,,
"守護神の戦笛","超やいばくだき",,,,,,,,
"守護神の戦笛","ヒ－トボルテックス",,,,,,,,
"守護神の戦笛","ガーディアンインパクト",,,,,,,,
"守護神の戦笛","悪魔系へのダメージ",5,,,,,,,
"守護神の戦笛","物質系へのダメージ",5,,,,,,,
"守護神の戦笛","攻撃力",,12,,,,"【得】",,
"守護神の戦笛","魔防壁",,,,,,,,
"封印されし大賢者","さいだいMP",,5,,,,"【賢者】",,
"封印されし大賢者","ジバリア属性じゅもんダメージ",,,,,,"【賢者】",,
"封印されし大賢者","バギ属性じゅもんダメージ",10,,,,,,,
"封印されし大賢者","さとりのめいそう",,,,,,,,
"封印されし大賢者","地ノ章・岩のくさび",,,,,,,,
"封印されし大賢者","風ノ章・終節",,,,,,,,
"封印されし大賢者","物質系へのダメージ",5,,,,,,,
"封印されし大賢者","ドラゴン系へのダメージ",5,,,,,,,
"封印されし大賢者","こうげき魔力",,12,,,,"【得】",,
"封印されし大賢者","戦闘終了時にMPを回復する",,,,,10,,,
"封印されし大賢者","いにしえの魔法壁",,,,,,,,
"エンシェントククリ","ヴァイパーファング",,,,,,,,
"エンシェントククリ","スリープダガー",,,,,,,,
"エンシェントククリ","アースエッジ",,,,,,,,
"エンシェントククリ","攻撃時確率で転びを与える",,,2,,,,,
"エンシェントククリ","攻撃力",,5,,,,"【得】",,
"きせきのつるぎ","攻撃力",,5,,,,"【バトマス】",,
"きせきのつるぎ","かいふく魔力",,5,,,,"【パラディン】",,
"きせきのつるぎ","やいばくだき",,,,,,,,
"きせきのつるぎ","かぶとわり",,,,,,,,
"きせきのつるぎ","きあいため",,,,,,,,
"きせきのつるぎ","ミラクルフロスト",,,,,,,,
"きせきのつるぎ","奇跡の御来光",,,,,,,,
"きせきのつるぎ","スライム系へのダメージ",5,,,,,,,
"きせきのつるぎ","怪人系へのダメージ",5,,,,,,,
"きせきのつるぎ","攻撃力",,12,,,,"【得】",,
"きせきのつるぎ","ミラクルブースト",,,,,,,,
"世界樹の天鞭【聖】","さいだいHP",,5,,,,"【スパスタ】",,
"世界樹の天鞭【聖】","攻撃力",,5,,,,"【魔法戦士】",,
"世界樹の天鞭【聖】","ラリホー",,,,,,,,
